2025-02-18 09:53:58,854 - INFO - Banking Producer started.
2025-02-18 09:53:58,854 - INFO - Generating transaction: {'account_id': '007034f7-c03c-41be-9ea0-d213f83976af', 'transaction_type': 'deposit', 'amount': 17.16}
2025-02-18 09:54:06,946 - INFO - Produced transaction: {'account_id': '007034f7-c03c-41be-9ea0-d213f83976af', 'transaction_type': 'deposit', 'amount': 17.16}
2025-02-18 09:54:10,951 - INFO - Generating transaction: {'account_id': '6587ccca-a02c-473a-8862-99297004ab6d', 'transaction_type': 'withdraw', 'amount': 625.64}
2025-02-18 09:54:10,958 - INFO - Produced transaction: {'account_id': '6587ccca-a02c-473a-8862-99297004ab6d', 'transaction_type': 'withdraw', 'amount': 625.64}
2025-02-18 09:54:14,964 - INFO - Generating transaction: {'account_id': '0b0bcd05-463b-4233-b943-41500f444acb', 'transaction_type': 'withdraw', 'amount': 44.62}
2025-02-18 09:54:14,972 - INFO - Produced transaction: {'account_id': '0b0bcd05-463b-4233-b943-41500f444acb', 'transaction_type': 'withdraw', 'amount': 44.62}
2025-02-18 09:54:18,977 - INFO - Generating transaction: {'account_id': '748f1231-50e5-47cc-a3e4-7744d32f5fe4', 'transaction_type': 'deposit', 'amount': 650.69}
2025-02-18 09:54:18,983 - INFO - Produced transaction: {'account_id': '748f1231-50e5-47cc-a3e4-7744d32f5fe4', 'transaction_type': 'deposit', 'amount': 650.69}
2025-02-18 09:54:22,989 - INFO - Generating transaction: {'account_id': '737804fb-4f57-4566-a361-7cfd1b31be52', 'transaction_type': 'withdraw', 'amount': 152.61}
2025-02-18 09:54:22,994 - INFO - Produced transaction: {'account_id': '737804fb-4f57-4566-a361-7cfd1b31be52', 'transaction_type': 'withdraw', 'amount': 152.61}
2025-02-18 09:54:27,000 - INFO - Generating transaction: {'account_id': 'cba06abf-5737-44dc-91ea-ff9d9caf6f92', 'transaction_type': 'low_balance', 'amount': 45.16}
2025-02-18 09:54:27,006 - INFO - Produced transaction: {'account_id': 'cba06abf-5737-44dc-91ea-ff9d9caf6f92', 'transaction_type': 'low_balance', 'amount': 45.16}
2025-02-18 09:54:31,006 - INFO - Generating transaction: {'account_id': '2f6de99b-c1cc-4224-809d-f7b81f9f2eed', 'transaction_type': 'withdraw', 'amount': 228.35}
2025-02-18 09:54:31,013 - INFO - Produced transaction: {'account_id': '2f6de99b-c1cc-4224-809d-f7b81f9f2eed', 'transaction_type': 'withdraw', 'amount': 228.35}
2025-02-18 09:54:35,019 - INFO - Generating transaction: {'account_id': '87dc7527-7488-45d3-afb9-0db15daca67f', 'transaction_type': 'low_balance', 'amount': 10.43}
2025-02-18 09:54:35,024 - INFO - Produced transaction: {'account_id': '87dc7527-7488-45d3-afb9-0db15daca67f', 'transaction_type': 'low_balance', 'amount': 10.43}
2025-02-18 09:54:39,030 - INFO - Generating transaction: {'account_id': 'ab3fef4f-a8df-4264-84e6-7784ab9eb0f2', 'transaction_type': 'low_balance', 'amount': 18.58}
2025-02-18 09:54:39,035 - INFO - Produced transaction: {'account_id': 'ab3fef4f-a8df-4264-84e6-7784ab9eb0f2', 'transaction_type': 'low_balance', 'amount': 18.58}
2025-02-18 09:54:43,041 - INFO - Generating transaction: {'account_id': '26bfe0e9-4117-432b-af13-540153e9c127', 'transaction_type': 'withdraw', 'amount': 396.68}
2025-02-18 09:54:43,046 - INFO - Produced transaction: {'account_id': '26bfe0e9-4117-432b-af13-540153e9c127', 'transaction_type': 'withdraw', 'amount': 396.68}
2025-02-18 09:54:47,052 - INFO - Generating transaction: {'account_id': 'd3a76993-d931-4d3b-94c7-e11f19dbea70', 'transaction_type': 'low_balance', 'amount': 12.11}
2025-02-18 09:54:47,058 - INFO - Produced transaction: {'account_id': 'd3a76993-d931-4d3b-94c7-e11f19dbea70', 'transaction_type': 'low_balance', 'amount': 12.11}
2025-02-18 09:54:51,063 - INFO - Generating transaction: {'account_id': '5e56aa88-83ad-44d3-a2de-bb5b563f56a2', 'transaction_type': 'withdraw', 'amount': 975.66}
2025-02-18 09:54:51,069 - INFO - Produced transaction: {'account_id': '5e56aa88-83ad-44d3-a2de-bb5b563f56a2', 'transaction_type': 'withdraw', 'amount': 975.66}
2025-02-18 09:54:55,070 - INFO - Generating transaction: {'account_id': '9c863dfb-a7ca-4e15-9b1f-88dd3cea4cb1', 'transaction_type': 'low_balance', 'amount': 46.07}
2025-02-18 09:54:55,075 - INFO - Produced transaction: {'account_id': '9c863dfb-a7ca-4e15-9b1f-88dd3cea4cb1', 'transaction_type': 'low_balance', 'amount': 46.07}
2025-02-18 09:54:59,077 - INFO - Generating transaction: {'account_id': 'c387af90-4b70-41be-bfbd-a2f4d7ddf3ed', 'transaction_type': 'deposit', 'amount': 89.34}
2025-02-18 09:54:59,081 - INFO - Produced transaction: {'account_id': 'c387af90-4b70-41be-bfbd-a2f4d7ddf3ed', 'transaction_type': 'deposit', 'amount': 89.34}
2025-02-18 09:55:03,087 - INFO - Generating transaction: {'account_id': '658b1be0-5f12-4d46-a923-881ad0972538', 'transaction_type': 'withdraw', 'amount': 505.15}
2025-02-18 09:55:03,092 - INFO - Produced transaction: {'account_id': '658b1be0-5f12-4d46-a923-881ad0972538', 'transaction_type': 'withdraw', 'amount': 505.15}
2025-02-18 09:55:07,098 - INFO - Generating transaction: {'account_id': '073bdda5-817d-486b-a51d-b8597659f288', 'transaction_type': 'withdraw', 'amount': 733.65}
2025-02-18 09:55:07,102 - INFO - Produced transaction: {'account_id': '073bdda5-817d-486b-a51d-b8597659f288', 'transaction_type': 'withdraw', 'amount': 733.65}
2025-02-18 09:55:11,108 - INFO - Generating transaction: {'account_id': '6849d2ea-48e5-4a15-a7fd-2d537057d43b', 'transaction_type': 'deposit', 'amount': 683.96}
2025-02-18 09:55:11,113 - INFO - Produced transaction: {'account_id': '6849d2ea-48e5-4a15-a7fd-2d537057d43b', 'transaction_type': 'deposit', 'amount': 683.96}
2025-02-18 09:55:15,116 - INFO - Generating transaction: {'account_id': '53ac78a3-5f74-450b-8106-1cf0af78c3fe', 'transaction_type': 'deposit', 'amount': 335.05}
2025-02-18 09:55:15,121 - INFO - Produced transaction: {'account_id': '53ac78a3-5f74-450b-8106-1cf0af78c3fe', 'transaction_type': 'deposit', 'amount': 335.05}
2025-02-18 09:55:19,127 - INFO - Generating transaction: {'account_id': '228a7652-6320-4d64-9c69-5dc7ad4ffcf2', 'transaction_type': 'low_balance', 'amount': 10.87}
2025-02-18 09:55:19,132 - INFO - Produced transaction: {'account_id': '228a7652-6320-4d64-9c69-5dc7ad4ffcf2', 'transaction_type': 'low_balance', 'amount': 10.87}
2025-02-18 09:55:23,137 - INFO - Generating transaction: {'account_id': 'd9d3c464-b8fb-4fe4-8330-781af85b09b7', 'transaction_type': 'deposit', 'amount': 697.92}
2025-02-18 09:55:23,143 - INFO - Produced transaction: {'account_id': 'd9d3c464-b8fb-4fe4-8330-781af85b09b7', 'transaction_type': 'deposit', 'amount': 697.92}
2025-02-18 09:55:27,146 - INFO - Generating transaction: {'account_id': '1338afa1-6453-4813-b1d3-1f98f195affd', 'transaction_type': 'low_balance', 'amount': 49.14}
2025-02-18 09:55:27,151 - INFO - Produced transaction: {'account_id': '1338afa1-6453-4813-b1d3-1f98f195affd', 'transaction_type': 'low_balance', 'amount': 49.14}
2025-02-18 09:55:31,155 - INFO - Generating transaction: {'account_id': 'fd406f49-27e3-4aed-b71f-6b93b0f9139f', 'transaction_type': 'low_balance', 'amount': 58.74}
2025-02-18 09:55:31,161 - INFO - Produced transaction: {'account_id': 'fd406f49-27e3-4aed-b71f-6b93b0f9139f', 'transaction_type': 'low_balance', 'amount': 58.74}
2025-02-18 09:55:35,165 - INFO - Generating transaction: {'account_id': 'c5d70faa-f3e8-4483-a35f-5c0b36a2c0f9', 'transaction_type': 'low_balance', 'amount': 75.06}
2025-02-18 09:55:35,176 - INFO - Produced transaction: {'account_id': 'c5d70faa-f3e8-4483-a35f-5c0b36a2c0f9', 'transaction_type': 'low_balance', 'amount': 75.06}
2025-02-18 10:29:03,078 - INFO - Banking Producer started.
2025-02-18 10:29:03,078 - INFO - Generating transaction: {'account_id': 'a729bc2b-af32-4053-9e34-12d96f28693d', 'transaction_type': 'deposit', 'amount': 14.13}
2025-02-18 10:29:10,133 - INFO - Produced transaction: {'account_id': 'a729bc2b-af32-4053-9e34-12d96f28693d', 'transaction_type': 'deposit', 'amount': 14.13}
2025-02-18 10:29:13,138 - INFO - Generating transaction: {'account_id': '62a73994-2430-418b-90fa-4583f31b8df0', 'transaction_type': 'withdraw', 'amount': 261.62}
2025-02-18 10:29:13,184 - INFO - Produced transaction: {'account_id': '62a73994-2430-418b-90fa-4583f31b8df0', 'transaction_type': 'withdraw', 'amount': 261.62}
2025-02-18 10:29:16,190 - INFO - Generating transaction: {'account_id': '2c1aa57b-d7c0-4dd0-b2c7-59a7129eae9f', 'transaction_type': 'checking_account', 'amount': 524.44}
2025-02-18 10:29:16,190 - ERROR - Invalid transaction type in transaction: {'account_id': '2c1aa57b-d7c0-4dd0-b2c7-59a7129eae9f', 'transaction_type': 'checking_account', 'amount': 524.44}
2025-02-18 10:29:19,196 - INFO - Generating transaction: {'account_id': 'c28bd0f7-0888-4b5f-8cf7-7abcd5abf34e', 'transaction_type': 'low_balance', 'amount': 74.17}
2025-02-18 10:29:19,202 - INFO - Produced transaction: {'account_id': 'c28bd0f7-0888-4b5f-8cf7-7abcd5abf34e', 'transaction_type': 'low_balance', 'amount': 74.17}
2025-02-18 10:29:22,205 - INFO - Generating transaction: {'account_id': '4d86e4a6-f0fe-496d-98b8-8dce30fa9c0d', 'transaction_type': 'low_balance', 'amount': 38.79}
2025-02-18 10:29:22,210 - INFO - Produced transaction: {'account_id': '4d86e4a6-f0fe-496d-98b8-8dce30fa9c0d', 'transaction_type': 'low_balance', 'amount': 38.79}
2025-02-18 10:29:25,212 - INFO - Generating transaction: {'account_id': '9bc3d5a0-b6c4-4cfb-82b3-9bac3e86d369', 'transaction_type': 'current_balance', 'amount': 835.3}
2025-02-18 10:29:25,213 - ERROR - Invalid transaction type in transaction: {'account_id': '9bc3d5a0-b6c4-4cfb-82b3-9bac3e86d369', 'transaction_type': 'current_balance', 'amount': 835.3}
2025-02-18 10:29:28,215 - INFO - Generating transaction: {'account_id': 'd23fd803-eafb-4498-9c99-1372931fd740', 'transaction_type': 'deposit', 'amount': 104.19}
2025-02-18 10:29:28,221 - INFO - Produced transaction: {'account_id': 'd23fd803-eafb-4498-9c99-1372931fd740', 'transaction_type': 'deposit', 'amount': 104.19}
2025-02-18 10:29:31,223 - INFO - Generating transaction: {'account_id': '800b46e8-9c16-4eb8-be60-b551236a22db', 'transaction_type': 'savings_account', 'amount': 93.04}
2025-02-18 10:29:31,224 - ERROR - Invalid transaction type in transaction: {'account_id': '800b46e8-9c16-4eb8-be60-b551236a22db', 'transaction_type': 'savings_account', 'amount': 93.04}
2025-02-18 10:29:34,226 - INFO - Generating transaction: {'account_id': 'ff8ff0b1-c297-41f0-89f2-e20841cdb45b', 'transaction_type': 'deposit', 'amount': 699.95}
2025-02-18 10:29:34,231 - INFO - Produced transaction: {'account_id': 'ff8ff0b1-c297-41f0-89f2-e20841cdb45b', 'transaction_type': 'deposit', 'amount': 699.95}
2025-02-18 10:29:37,234 - INFO - Generating transaction: {'account_id': '63bfba5c-6e80-4ea4-b52c-c7d59b07db98', 'transaction_type': 'withdraw', 'amount': 475.65}
2025-02-18 10:29:37,239 - INFO - Produced transaction: {'account_id': '63bfba5c-6e80-4ea4-b52c-c7d59b07db98', 'transaction_type': 'withdraw', 'amount': 475.65}
2025-02-18 10:29:40,244 - INFO - Generating transaction: {'account_id': '398e2987-a6b0-4274-824a-aee1517aa69d', 'transaction_type': 'withdraw', 'amount': 627.94}
2025-02-18 10:29:40,248 - INFO - Produced transaction: {'account_id': '398e2987-a6b0-4274-824a-aee1517aa69d', 'transaction_type': 'withdraw', 'amount': 627.94}
2025-02-18 10:29:43,254 - INFO - Generating transaction: {'account_id': 'd7f66ff7-9c35-4fc5-a532-2487fff320d3', 'transaction_type': 'deposit', 'amount': 162.67}
2025-02-18 10:29:43,259 - INFO - Produced transaction: {'account_id': 'd7f66ff7-9c35-4fc5-a532-2487fff320d3', 'transaction_type': 'deposit', 'amount': 162.67}
2025-02-18 10:29:46,262 - INFO - Generating transaction: {'account_id': 'a26725fa-a9c1-4be6-81ba-8b623959027b', 'transaction_type': 'withdraw', 'amount': 835.42}
2025-02-18 10:29:46,267 - INFO - Produced transaction: {'account_id': 'a26725fa-a9c1-4be6-81ba-8b623959027b', 'transaction_type': 'withdraw', 'amount': 835.42}
2025-02-18 10:29:49,271 - INFO - Generating transaction: {'account_id': 'e3631957-f638-4933-90b6-a6de64873cb7', 'transaction_type': 'deposit', 'amount': 794.51}
2025-02-18 10:29:49,276 - INFO - Produced transaction: {'account_id': 'e3631957-f638-4933-90b6-a6de64873cb7', 'transaction_type': 'deposit', 'amount': 794.51}
